,money_generated,impressions_count,city,state,zipcode,sole_proprietor,specialty,total_procedures,distinct_procedures,derived_specialty_list,event_ts,impression_cost,cbm_id,publicationid,is_pii_enabled,hospital_city,hospital_state,hospital_zip,hospital_latitude,hospital_longitude,hospital_size,hospital_system_membership,total_claim_count,total_drug_cost,money_generated_log,total_procedures_log,distinct_procedures_log,total_claim_count_log,total_drug_cost_log,sub_specialty_count
11,0.003258,1,NEWFIELDS,NH,03856,N,Internal Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:19:47,0.155421,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,205,9685.3,-2.487048920027509,1.0413926851582251,1.0,2.3117538610557538,3.986113077437858,2.0
12,0.21513600000000002,3,NEWFIELDS,NH,03856,N,Internal Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:17:04,0.153955,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,7581,460900.55,-0.6672869104253704,1.0413926851582251,1.0,3.879726496639577,5.663607226375383,2.0
13,0.05222700000000001,15,NEWFIELDS,NH,03856,N,Bariatric Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:17:04,0.153955,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,2703,391902.15,-1.2821049199961447,1.0413926851582251,1.0,3.431846045698725,5.593177646051654,2.0
14,0.03088,6,NEWFIELDS,NH,03856,N,Internal Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:16:24,0.153028,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,60,4216.44,-1.5103227083363016,1.0413926851582251,1.0,1.7781512503836436,3.624945924690559,2.0
15,0.10264100000000001,1,NEWFIELDS,NH,03856,N,Bariatric Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:16:24,0.153028,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,28,1053.72,-0.9886791254136591,1.0413926851582251,1.0,1.4471580313422192,3.0227252232010797,2.0
16,0.202092,2,NEWFIELDS,NH,03856,N,Internal Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:14:09,0.15276900000000002,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,75,4141.24,-0.6944508780958891,1.0413926851582251,1.0,1.8750612633917,3.6171304001849,2.0
17,0.643482,6,NEWFIELDS,NH,03856,N,Bariatric Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:14:09,0.15276900000000002,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,278,27199.13,-0.19146359702689705,1.0413926851582251,1.0,2.444044795918076,4.434555012775302,2.0
18,0.96465,6,NEWFIELDS,NH,03856,N,Internal Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:14:45,0.153643,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,16,295.61,-0.015630231361550933,1.0413926851582251,1.0,1.2041199826559248,2.4707191214391644,2.0
19,0.8161799999999998,10,NEWFIELDS,NH,03856,N,Bariatric Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:14:45,0.153643,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,3435,288971.8,-0.08821405155742877,1.0413926851582251,1.0,3.5359267413955693,5.46085546316502,2.0
20,0.2005200000000001,60,NEWFIELDS,NH,03856,N,Internal Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:13:08,0.120571,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,261,13738.23,-0.6978423040589837,1.0413926851582251,1.0,2.416640507338281,4.137930782887313,2.0
21,0.06651599999999999,4,NEWFIELDS,NH,03856,N,Bariatric Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:13:08,0.120571,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,48,2183.16,-1.177073875359914,1.0413926851582251,1.0,1.6812412373755872,3.3390855655628937,2.0
22,0.608034,6,NEWFIELDS,NH,03856,N,Internal Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:12:56,0.1199,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,195,3837.6,-0.21607213520171475,1.0413926851582251,1.0,2.2900346113625183,3.5840597054578414,2.0
23,0.00635,2,NEWFIELDS,NH,03856,N,Bariatric Medicine,11.0,10.0,"IM,MPD",2020-12-10 21:12:56,0.1199,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,832,631735.16,-2.1972262747080245,1.0413926851582251,1.0,2.9201233262907236,5.800535048762415,2.0
24,0.08353999999999999,19,NEWFIELDS,NH,03856,N,Internal Medicine,11.0,10.0,"IM,MPD",2020-12-11 13:34:16,0.132048,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,39,7293.15,-1.078105529070898,1.0413926851582251,1.0,1.5910646070264989,3.862915145895696,2.0
25,0.383785,4,NEWFIELDS,NH,03856,N,Bariatric Medicine,11.0,10.0,"IM,MPD",2020-12-11 13:34:16,0.132048,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,356,16089.92,-0.4159120034007892,1.0413926851582251,1.0,2.5514499979728757,4.2065538847674615,2.0
26,0.00316,1,NEWFIELDS,NH,03856,N,Internal Medicine,11.0,10.0,"IM,MPD",2021-01-12 17:47:31,0.132048,5753963,AMA,0,Lebanon,NH,3756.0,43.676,-72.273,Large,0.0,107,826.9,-2.5003129173815957,1.0413926851582251,1.0,2.0293837776852097,2.917452991929664,2.0
27,0.7866460000000001,8,BOW,NH,03304,N,Cardiology,25.0,10.0,CD,2020-11-24 16:10:39,1.092555,5918490,SEMPA,1,Laconia,NH,3246.0,43.5283,-71.4628,Small,1.0,1156,495046.45,-0.10422066133073234,1.3979400086720375,1.0,3.0629578340845103,5.694645950513859,1.0
28,0.025152,5,BOW,NH,03304,N,Nurse/PA/Technician,25.0,10.0,CD,2020-11-24 16:10:39,1.092555,5918490,SEMPA,1,Laconia,NH,3246.0,43.5283,-71.4628,Small,1.0,2249,264072.93,-1.599427475640686,1.3979400086720375,1.0,3.351989455435632,5.4217238841521205,1.0
29,0.006836,2,CHARLOTTE,VT,05445,N,Hematology and Oncology,96.0,41.0,"GO,IM,ON",2020-12-08 09:26:32,0.152316,4263877,ASCO,0,Rutland,VT,5701.0,43.5983,-72.9551,Medium,0.0,655,17366.86,-2.1651979459513013,1.9822712330395684,1.6127838567197357,2.8162412999917836,4.23972130330918,3.0
30,0.006171,1,CHARLOTTE,VT,05445,N,Hematology and Oncology,96.0,41.0,"GO,IM,ON",2020-12-08 09:26:32,0.153639,4263877,ASCO,0,Rutland,VT,5701.0,43.5983,-72.9551,Medium,0.0,21,990.4,-2.209644453585613,1.9822712330395684,1.6127838567197357,1.3222192947339193,2.9958106316760427,3.0
31,0.15392699999999998,3,Boston,MA,02111,N,Psychiatry and Neurology,12.0,7.0,"IM,MPD,N,NEP,RHU",2020-10-02 10:39:42,0.07152,5647319,ASN,1,Boston,MA,2111.0,42.3496,-71.0635,Medium,0.0,128,878.96,-0.8126851948368808,1.0791812460476249,0.8450980400142568,2.1072099696478683,2.9439691115077307,5.0
32,0.253324,2,WELLESLEY HILLS,MA,02481,N,Dermatology,63.0,29.0,"D,IM,MPD",2020-11-14 10:51:21,0.087296,3758947,AAD,1,Newton Lower Falls,MA,2462.0,42.3306,-71.2464,Medium,1.0,21,225.12,-0.5963236630566386,1.7993405494535817,1.4623979978989559,1.3222192947339193,2.3524140800906705,3.0
33,1.85057,18,WELLESLEY HILLS,MA,02481,N,Internal Medicine,63.0,29.0,"D,IM,MPD",2020-11-14 10:51:21,0.087296,3758947,AAD,1,Newton Lower Falls,MA,2462.0,42.3306,-71.2464,Medium,1.0,89,6384.19,0.2673055174445088,1.7993405494535817,1.4623979978989559,1.9493900066449128,3.8051058035813434,3.0
34,0.027954000000000003,10,MIDDLEBURY,CT,06762,Y,Emergency Medicine,20.0,4.0,"EM,IM,MPD",2020-12-01 15:36:00,0.086332,1997593,ACEP,0,Danbury,CT,6810.0,41.4051,-73.4463,Medium,1.0,83,1945.19,-1.5535560391681351,1.3010299956639813,0.6020599913279624,1.919078092376074,3.288962028243465,3.0
35,0.4860129999999999,3,MIDDLEBURY,CT,06762,Y,Internal Medicine,20.0,4.0,"EM,IM,MPD",2020-12-01 15:36:00,0.086332,1997593,ACEP,0,Danbury,CT,6810.0,41.4051,-73.4463,Medium,1.0,791,126238.33,-0.3133521139624885,1.3010299956639813,0.6020599913279624,2.8981764834976764,5.101191240645272,3.0
36,0.028985,6,MIDDLEBURY,CT,06762,Y,Emergency Medicine,20.0,4.0,"EM,IM,MPD",2020-12-01 15:36:07,0.086332,1997593,ACEP,0,Danbury,CT,6810.0,41.4051,-73.4463,Medium,1.0,263,3723.83,-1.5378266952932096,1.3010299956639813,0.6020599913279624,2.4199557484897585,3.57098984638365,3.0
37,2.4337120000000008,32,MIDDLEBURY,CT,06762,Y,Internal Medicine,20.0,4.0,"EM,IM,MPD",2020-12-01 15:36:07,0.086332,1997593,ACEP,0,Danbury,CT,6810.0,41.4051,-73.4463,Medium,1.0,90,2858.58,0.3862691835032698,1.3010299956639813,0.6020599913279624,1.954242509439325,3.456150350852332,3.0
38,0.025196,5,JACKSONVILLE,FL,32207,N,Pathology,55.0,29.0,"HMP,PTH",2020-12-14 14:55:15,0.10083099999999999,4667971,ASCP,0,Torrington,CT,6790.0,41.7915,-73.1338,Small,1.0,105,8337.79,-1.598668400322165,1.740362689494244,1.4623979978989559,2.0211892990699383,3.9210509525569237,2.0
39,1.706982,12,JACKSONVILLE,FL,32207,N,Pathology,55.0,29.0,"HMP,PTH",2020-12-14 14:55:15,0.10083099999999999,4667971,ASCP,0,Torrington,CT,6790.0,41.7915,-73.1338,Small,1.0,100,644.31,0.2322289415354187,1.740362689494244,1.4623979978989559,2.0,2.8090948718571593,2.0
40,0.03728,8,BROOKLYN,NY,11230,Y,Emergency Medicine,10.0,4.0,EM,2020-10-12 09:45:56,0.085924,5604688,ACEP,0,Brooklyn,NY,11203.0,40.6596,-73.9338,Large,0.0,57,12307.17,-1.4285240963180563,1.0,0.6020599913279624,1.7558748556724917,4.090158199585932,1.0
41,2.1230460000000004,12,SCARSDALE,NY,10583,N,Internal Medicine,291.0,87.0,"HEM,HO,IM,MPD",2020-10-27 10:12:57,0.122564,4263431,ASCO,0,Carmel,NY,10512.0,41.3832,-73.6637,Medium,0.0,1251,134495.79,0.326959404118773,2.463892988985908,1.9395192526186185,3.0972573096934197,5.128708690224044,4.0
42,0.3989789999999999,63,SCARSDALE,NY,10583,N,Hematology and Oncology,291.0,87.0,"HEM,HO,IM,MPD",2020-10-27 10:12:57,0.122564,4263431,ASCO,0,Carmel,NY,10512.0,41.3832,-73.6637,Medium,0.0,94,2843.56,-0.3990499625190996,2.463892988985908,1.9395192526186185,1.9731278535996983,3.4538623964334474,4.0
43,0.099152,2,WEST ORANGE,NJ,07052,Y,Emergency Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-18 00:40:15,0.087917,5949081,ACEP,0,Flushing,NY,11355.0,40.7471,-73.8256,Large,1.0,24,511.81,-1.0036985211943965,1.6334684555795864,1.230448921378274,1.3802112417116061,2.7091087670970664,4.0
44,1.07054,12,WEST ORANGE,NJ,07052,Y,Internal Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-18 00:40:15,0.087917,5949081,ACEP,0,Flushing,NY,11355.0,40.7471,-73.8256,Large,1.0,683,38148.17,0.029602899051970208,1.6334684555795864,1.230448921378274,2.8344207036815328,4.58147370931674,4.0
45,2.280666,26,WEST ORANGE,NJ,07052,Y,Emergency Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-08 10:00:11,0.08736100000000001,5949081,ACEP,0,Flushing,NY,11355.0,40.7471,-73.8256,Large,1.0,29,172.9,0.3580616881797919,1.6334684555795864,1.230448921378274,1.4623979978989559,2.2377949932739227,4.0
46,0.012968,4,WEST ORANGE,NJ,07052,Y,Internal Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-08 10:00:11,0.08736100000000001,5949081,ACEP,0,Flushing,NY,11355.0,40.7471,-73.8256,Large,1.0,1334,266115.41,-1.887126998159541,1.6334684555795864,1.230448921378274,3.12515582958053,5.425070024059812,4.0
47,0.017994,4,WEST ORANGE,NJ,07052,Y,Emergency Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-08 10:00:11,0.08736100000000001,5949081,ACEP,0,Flushing,NY,11355.0,40.7471,-73.8256,Large,1.0,56,381.84,-1.7448722838568291,1.6334684555795864,1.230448921378274,1.7481880270062005,2.5818814213581875,4.0
48,0.04241700000000001,9,,,,Y,Hematology and Oncology,1.0,1.0,"HEM,HO",2021-01-29 15:31:14,0.208668,4264072,ASCO,0,Malone,NY,12953.0,44.8569,-74.292,Medium,0.0,19,122.02,-1.3724600508010392,0.0,0.0,1.2787536009528289,2.0864310206563688,2.0
49,0.366232,12,Farmingdale,NY,11735,Y,Urology,137.0,42.0,U,2020-10-15 08:52:44,0.06666699999999999,3044023,AUA,1,Manhasset,NY,11030.0,40.7776,-73.7017,Large,1.0,41,208.26,-0.4362437113280132,2.1367205671564067,1.6232492903979006,1.6127838567197357,2.318605864055056,1.0
50,0.015880000000000002,5,SCARSDALE,NY,10583,N,Internal Medicine,291.0,87.0,"HEM,HO,IM,MPD",2020-10-27 10:12:57,0.122564,4263431,ASCO,0,Mount Kisco,NY,10549.0,41.1968,-73.7257,Medium,1.0,3165,200707.26,-1.7991495019089223,2.463892988985908,1.9395192526186185,3.5003737143533735,5.302563082108378,4.0
51,0.063199,1,SCARSDALE,NY,10583,N,Hematology and Oncology,291.0,87.0,"HEM,HO,IM,MPD",2020-10-27 10:12:57,0.122564,4263431,ASCO,0,Mount Kisco,NY,10549.0,41.1968,-73.7257,Medium,1.0,421,16079.22,-1.1992897935201121,2.463892988985908,1.9395192526186185,2.6242820958356683,4.2062649773780985,4.0
52,0.161331,3,BOSTON,MA,02215,N,Radiology,,,"RNR,STUDENT",2020-11-06 15:11:21,0.049719,4681293,AMA,0,New York,NY,10016.0,40.7392,-73.9755,Large,1.0,42,216.04,-0.7922821742392117,,,1.6232492903979006,2.3345341686091556,2.0
53,0.042526,1,BOSTON,MA,02215,N,Radiology,,,"RNR,STUDENT",2020-11-06 15:11:21,0.049719,4681293,AMA,0,New York,NY,10016.0,40.7392,-73.9755,Large,1.0,83,1587.18,-1.3713454651492407,,,1.919078092376074,3.200626182314915,2.0
54,0.012140999999999999,2,BROOKLYN,NY,11238,N,Emergency Medicine,,,EM,2021-01-09 23:49:06,0.08958200000000001,5871909,ACEP,0,New York,NY,10037.0,40.8141,-73.9398,Medium,1.0,44,16368.25,-1.9157455408887711,,,1.6434526764861874,4.214002249603136,1.0
55,0.012508,4,NEW YORK,NY,10021,N,Pathology,69.0,19.0,"ATP,PTH",2020-11-11 15:01:39,0.033888999999999996,5034596,ASCP,0,New York,NY,10016.0,40.7421,-73.9743,Large,0.0,355,8187.69,-1.9028121274291043,1.8388490907372552,1.2787536009528289,2.550228353055094,3.9131613911670624,2.0
56,0.018712,4,NEW YORK,NY,10021,N,Pathology,69.0,19.0,"ATP,PTH",2020-11-11 15:06:34,0.033888999999999996,5034596,ASCP,0,New York,NY,10016.0,40.7421,-73.9743,Large,0.0,156,3174.46,-1.7278797911989034,1.8388490907372552,1.2787536009528289,2.1931245983544616,3.5016698590875732,2.0
57,0.033806,10,NEW YORK,NY,10021,N,Pathology,69.0,19.0,"ATP,PTH",2020-11-11 15:07:05,0.033888999999999996,5034596,ASCP,0,New York,NY,10016.0,40.7421,-73.9743,Large,0.0,951,57947.5,-1.4710062128691588,1.8388490907372552,1.2787536009528289,2.978180516937414,4.7630347041542285,2.0
58,0.6170360000000001,94,BOSTON,MA,02215,N,Radiology,,,"RNR,STUDENT",2020-11-06 15:11:21,0.049719,4681293,AMA,0,New York,NY,10016.0,40.7421,-73.9743,Large,0.0,421,5836.66,-0.20968949699552408,,,2.6242820958356683,3.7661643953104087,2.0
59,0.16828900000000002,40,BOSTON,MA,02215,N,Radiology,,,"RNR,STUDENT",2020-11-06 15:11:21,0.049719,4681293,AMA,0,New York,NY,10016.0,40.7421,-73.9743,Large,0.0,26,685.25,-0.7739442702120946,,,1.414973347970818,2.835849044211536,2.0
60,0.024903,5,Farmingdale,NY,11735,Y,Urology,137.0,42.0,U,2020-10-15 08:52:44,0.06666699999999999,3044023,AUA,1,New York,NY,10016.0,40.7421,-73.9743,Large,0.0,434,26352.21,-1.6037483314197232,2.1367205671564067,1.6232492903979006,2.637489729512511,4.420817042719647,1.0
61,0.8116740000000006,138,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:41,0.160563,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,73,1423.15,-0.0906183653762204,1.4913616938342726,1.146128035678238,1.863322860120456,3.1532506771321183,1.0
62,0.06834300000000001,11,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:37,0.20333299999999999,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,348,267577.35,-1.1653059612286598,1.4913616938342726,1.146128035678238,2.5415792439465807,5.427449348309773,1.0
63,0.097674,2,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:41,0.203042,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,3417,177331.73,-1.0102210264477398,1.4913616938342726,1.146128035678238,3.5336449787987627,5.248786450947751,1.0
64,0.003111,1,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:41,0.172968,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,19,117.77,-2.5070999888912966,1.4913616938342726,1.146128035678238,1.2787536009528289,2.071034675054152,1.0
65,0.08414400000000002,26,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:41,0.118521,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,3357,165339.03,-1.0749768465306178,1.4913616938342726,1.146128035678238,3.525951341248013,5.21837538540931,1.0
66,0.328962,6,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:42,0.158923,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,59,396.24,-0.4828542666198054,1.4913616938342726,1.146128035678238,1.7708520116421442,2.5979583149744,1.0
67,0.006816,2,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:41,0.122616,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,916,23541.48,-2.166470418241356,1.4913616938342726,1.146128035678238,2.9618954736678504,4.371833762484838,1.0
68,0.012972,2,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:41,0.124188,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,229,2204.91,-1.8869930599990647,1.4913616938342726,1.146128035678238,2.3598354823398884,3.3433908671367023,1.0
69,0.003333,1,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:41,0.124188,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,135,3096.34,-2.4771646863394703,1.4913616938342726,1.146128035678238,2.130333768495006,3.4908486432306507,1.0
70,0.022142,4,NEW YORK,NY,10065,Y,Radiology,31.0,14.0,RO,2020-10-10 11:15:41,0.122616,5665473,ASCO,0,New York,NY,10065.0,40.7641,-73.956,Large,0.0,33,4846.58,-1.6547831535686552,1.4913616938342726,1.146128035678238,1.5185139398778875,3.685435385807836,1.0
71,0.026063000000000003,5,BROOKLYN,NY,11238,N,Emergency Medicine,,,EM,2021-01-09 23:49:06,0.08958200000000001,5871909,ACEP,0,New York,NY,10029.0,40.7852,-73.945,Medium,1.0,2160,98975.22,-1.5839755959734658,,,3.3344537511509307,4.995526475765791,1.0
72,0.006704000000000001,2,BROOKLYN,NY,11238,N,Emergency Medicine,,,EM,2021-01-09 23:49:06,0.08958200000000001,5871909,ACEP,0,Elmhurst,NY,11373.0,40.7445,-73.8863,Large,1.0,47,4769.28,-2.17366599437778,,,1.6720978579357175,3.6784528202080917,1.0
73,0.26832500000000004,5,,,,Y,Hematology and Oncology,1.0,1.0,"HEM,HO",2021-01-29 15:31:14,0.208668,4264072,ASCO,0,Plattsburgh,NY,12901.0,44.7004,-73.4695,Medium,0.0,197,2509.07,-0.5713388619675003,0.0,0.0,2.2944662261615933,3.3995127777712306,2.0
74,0.026262,5,WEST ORANGE,NJ,07052,Y,Emergency Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-18 00:40:15,0.087917,5949081,ACEP,0,Rome,NY,13440.0,43.2289,-75.4441,Medium,0.0,38,2208.76,-1.5806722030032423,1.6334684555795864,1.230448921378274,1.57978359661681,3.3441485287559014,4.0
75,0.00982,1,WEST ORANGE,NJ,07052,Y,Internal Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-18 00:40:15,0.087917,5949081,ACEP,0,Rome,NY,13440.0,43.2289,-75.4441,Medium,0.0,1504,95435.55,-2.00788851221305,1.6334684555795864,1.230448921378274,3.177247836255624,4.979710180709424,4.0
76,0.023791999999999997,5,WEST ORANGE,NJ,07052,Y,Emergency Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-18 00:40:15,0.087917,5949081,ACEP,0,Rome,NY,13440.0,43.2289,-75.4441,Medium,0.0,579,53921.95,-1.6235690488221208,1.6334684555795864,1.230448921378274,2.762678563727436,4.731765589367892,4.0
77,0.025805,5,WEST ORANGE,NJ,07052,Y,Emergency Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-08 10:00:11,0.08736100000000001,5949081,ACEP,0,Rome,NY,13440.0,43.2289,-75.4441,Medium,0.0,50,447.92,-1.5882961365940294,1.6334684555795864,1.230448921378274,1.6989700043360187,2.6512004544869274,4.0
78,0.007481999999999998,1,WEST ORANGE,NJ,07052,Y,Internal Medicine,43.0,17.0,"CCM,EM,IM,MPD",2020-10-08 10:00:11,0.08736100000000001,5949081,ACEP,0,Rome,NY,13440.0,43.2289,-75.4441,Medium,0.0,218,6399.79,-2.125982296137814,1.6334684555795864,1.230448921378274,2.3384564936046046,3.8061657234624007,4.0
79,0.006481000000000001,1,Brooklyn,NY,11231,Y,Urology,12.0,7.0,U,2020-11-17 16:20:05,0.072211,4924012,AUA,1,Staten Island,NY,10305.0,40.5839,-74.0867,Large,1.0,980,187796.57,-2.1883579785468488,1.0791812460476249,0.8450980400142568,2.9912260756924947,5.273687655855136,1.0
80,0.03717,1,Brooklyn,NY,11231,Y,Urology,12.0,7.0,U,2020-11-27 08:39:10,0.072211,4924012,AUA,1,Staten Island,NY,10305.0,40.5839,-74.0867,Large,1.0,20,1182.63,-1.429807438904274,1.0791812460476249,0.8450980400142568,1.3010299956639813,3.0728488916334937,1.0
81,0.046118,8,West Orange,NJ,07052,Y,Gastroenterology,67.0,22.0,"GE,IM",2020-10-09 15:54:07,0.10189,5758597,AGA,0,Elizabeth,NJ,7202.0,40.6598,-74.214,Large,0.0,76,534.62,-1.3361295350242939,1.8260748027008264,1.3424226808222062,1.8808135922807916,2.7280452015719727,2.0
82,0.12849000000000002,3,West Orange,NJ,07052,Y,Gastroenterology,67.0,22.0,"GE,IM",2020-10-09 15:54:07,0.127724,5758597,AGA,0,Elizabeth,NJ,7202.0,40.6598,-74.214,Large,0.0,17,155.74,-0.8911306708837682,1.8260748027008264,1.3424226808222062,1.230448921378274,2.192400170360129,2.0
